"DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","OP_CARRIER_AIRLINE_ID","OP_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST","DEP_TIME","DEP_DEL15","DEP_TIME_BLK","ARR_TIME","ARR_DEL15","CANCELLED","DIVERTED","DISTANCE",
1,3,"WN",19393,"WN","N561WN","6734",10821,1082106,"BWI",11066,1106606,"CMH","1521",0.00,"1500-1559","1632",0.00,0.00,0.00,337.00,
1,3,"WN",19393,"WN","N568WN","4291",10821,1082106,"BWI",11193,1119302,"CVG","0830",0.00,"0800-0859","0958",0.00,0.00,0.00,430.00,
1,3,"WN",19393,"WN","N7859B","5912",10821,1082106,"BWI",11193,1119302,"CVG","1504",0.00,"1500-1559","1638",0.00,0.00,0.00,430.00,
1,3,"WN",19393,"WN","N449WN","3364",10821,1082106,"BWI",11259,1125904,"DAL","1940",0.00,"1900-1959","2215",0.00,0.00,0.00,1209.00,
1,3,"WN",19393,"WN","N8601C","3772",10821,1082106,"BWI",11259,1125904,"DAL","0637",0.00,"0600-0659","0913",0.00,0.00,0.00,1209.00,
1,3,"WN",19393,"WN","N8526W","5109",10821,1082106,"BWI",11259,1125904,"DAL","0931",0.00,"0900-0959","1200",0.00,0.00,0.00,1209.00,
1,3,"WN",19393,"WN","N493WN","6393",10821,1082106,"BWI",11259,1125904,"DAL","1650",0.00,"1600-1659","1919",0.00,0.00,0.00,1209.00,
1,3,"WN",19393,"WN","N8581Z","1283",10821,1082106,"BWI",11292,1129202,"DEN","0820",1.00,"0800-0859","1007",0.00,0.00,0.00,1491.00,
1,3,"WN",19393,"WN","N8535S","3779",10821,1082106,"BWI",11292,1129202,"DEN","1550",0.00,"1500-1559","1759",0.00,0.00,0.00,1491.00,
1,3,"WN",19393,"WN","N8639B","5387",10821,1082106,"BWI",11292,1129202,"DEN","2040",0.00,"2000-2059","2229",0.00,0.00,0.00,1491.00,
1,3,"WN",19393,"WN","N8644C","5975",10821,1082106,"BWI",11292,1129202,"DEN","1750",0.00,"1700-1759","1941",0.00,0.00,0.00,1491.00,
1,3,"WN",19393,"WN","N8510E","6116",10821,1082106,"BWI",11292,1129202,"DEN","1220",0.00,"1200-1259","1407",0.00,0.00,0.00,1491.00,
1,3,"WN",19393,"WN","N289CT","4261",10821,1082106,"BWI",11433,1143302,"DTW","1330",0.00,"1300-1359","1458",0.00,0.00,0.00,409.00,
1,3,"WN",19393,"WN","N955WN","6262",10821,1082106,"BWI",11433,1143302,"DTW","0821",0.00,"0800-0859","0943",0.00,0.00,0.00,409.00,
1,3,"WN",19393,"WN","N8654B","6479",10821,1082106,"BWI",11433,1143302,"DTW","2205",0.00,"2200-2259","2329",0.00,0.00,0.00,409.00,
1,3,"WN",19393,"WN","N8662F","1544",10821,1082106,"BWI",11697,1169706,"FLL","1100",0.00,"1100-1159","1325",0.00,0.00,0.00,925.00,
1,3,"WN",19393,"WN","N7854B","3311",10821,1082106,"BWI",11697,1169706,"FLL","1532",0.00,"1500-1559","1755",0.00,0.00,0.00,925.00,
1,3,"WN",19393,"WN","N223WN","4325",10821,1082106,"BWI",11697,1169706,"FLL","1853",0.00,"1800-1859","2119",0.00,0.00,0.00,925.00,
1,3,"WN",19393,"WN","N7858A","5005",10821,1082106,"BWI",11697,1169706,"FLL","1340",0.00,"1300-1359","1608",0.00,0.00,0.00,925.00,
1,3,"WN",19393,"WN","N8568Z","5304",10821,1082106,"BWI",11697,1169706,"FLL","2056",0.00,"2000-2059","2319",0.00,0.00,0.00,925.00,
1,3,"WN",19393,"WN","N736SA","5842",10821,1082106,"BWI",11697,1169706,"FLL","1724",0.00,"1700-1759","1946",0.00,0.00,0.00,925.00,
1,3,"WN",19393,"WN","N8547V","6341",10821,1082106,"BWI",11697,1169706,"FLL","1930",0.00,"1900-1959","2151",0.00,0.00,0.00,925.00,
1,3,"WN",19393,"WN","N437WN","6297",10821,1082106,"BWI",11986,1198603,"GRR","1513",0.00,"1500-1559","1653",0.00,0.00,0.00,528.00,
1,3,"WN",19393,"WN","N709SW","3473",10821,1082106,"BWI",11996,1199603,"GSP","1134",0.00,"1100-1159","1253",0.00,0.00,0.00,426.00,
1,3,"WN",19393,"WN","N8697C","1088",10821,1082106,"BWI",12191,1219102,"HOU","1839",0.00,"1800-1859","2117",0.00,0.00,0.00,1246.00,
1,3,"WN",19393,"WN","N208WN","2840",10821,1082106,"BWI",12191,1219102,"HOU","0617",0.00,"0600-0659","0900",0.00,0.00,0.00,1246.00,
1,3,"WN",19393,"WN","N7748A","6197",10821,1082106,"BWI",12191,1219102,"HOU","1412",1.00,"1300-1359","1654",1.00,0.00,0.00,1246.00,
1,3,"WN",19393,"WN","N747SA","4143",10821,1082106,"BWI",12339,1233904,"IND","1639",0.00,"1600-1659","1817",0.00,0.00,0.00,516.00,
1,3,"WN",19393,"WN","N438WN","4484",10821,1082106,"BWI",12339,1233904,"IND","0807",0.00,"0800-0859","0946",0.00,0.00,0.00,516.00,
1,3,"WN",19393,"WN","N215WN","3512",10821,1082106,"BWI",12391,1239103,"ISP","0747",0.00,"0700-0759","0841",0.00,0.00,0.00,220.00,
1,3,"WN",19393,"WN","N8533S","4253",10821,1082106,"BWI",12391,1239103,"ISP","1104",0.00,"1000-1059","1200",0.00,0.00,0.00,220.00,
1,3,"WN",19393,"WN","N499WN","4680",10821,1082106,"BWI",12391,1239103,"ISP","2139",0.00,"2100-2159","2238",0.00,0.00,0.00,220.00,
1,3,"WN",19393,"WN","N935WN","4710",10821,1082106,"BWI",12391,1239103,"ISP","1614",0.00,"1600-1659","1713",0.00,0.00,0.00,220.00,
1,3,"WN",19393,"WN","N493WN","6392",10821,1082106,"BWI",12391,1239103,"ISP","1315",0.00,"1300-1359","1415",0.00,0.00,0.00,220.00,
1,3,"WN",19393,"WN","N747SA","3113",10821,1082106,"BWI",12451,1245102,"JAX","1129",0.00,"1100-1159","1327",0.00,0.00,0.00,663.00,
1,3,"WN",19393,"WN","N491WN","3645",10821,1082106,"BWI",12451,1245102,"JAX","1955",0.00,"1900-1959","2154",0.00,0.00,0.00,663.00,
1,3,"WN",19393,"WN","N429WN","4256",10821,1082106,"BWI",12451,1245102,"JAX","0825",0.00,"0800-0859","1021",0.00,0.00,0.00,663.00,
1,3,"WN",19393,"WN","N8694E","1949",10821,1082106,"BWI",12889,1288903,"LAS","1415",0.00,"1400-1459","1615",0.00,0.00,0.00,2106.00,
1,3,"WN",19393,"WN","N8614M","2994",10821,1082106,"BWI",12889,1288903,"LAS","2026",0.00,"2000-2059","2231",0.00,0.00,0.00,2106.00,
1,3,"WN",19393,"WN","N8548P","5379",10821,1082106,"BWI",12889,1288903,"LAS","1210",0.00,"1200-1259","1411",0.00,0.00,0.00,2106.00,
1,3,"WN",19393,"WN","N937WN","6321",10821,1082106,"BWI",12889,1288903,"LAS","0627",0.00,"0600-0659","0833",0.00,0.00,0.00,2106.00,
1,3,"WN",19393,"WN","N8558Z","4577",10821,1082106,"BWI",12892,1289208,"LAX","0723",0.00,"0700-0759","0950",0.00,0.00,0.00,2329.00,
1,3,"WN",19393,"WN","N942WN","6123",10821,1082106,"BWI",12892,1289208,"LAX","1104",0.00,"1100-1159","1342",0.00,0.00,0.00,2329.00,
1,3,"WN",19393,"WN","N8584Z","6038",10821,1082106,"BWI",13198,1319801,"MCI","1915",0.00,"1900-1959","2058",0.00,0.00,0.00,967.00,
1,3,"WN",19393,"WN","N745SW","6247",10821,1082106,"BWI",13198,1319801,"MCI","1051",0.00,"1000-1059","1234",0.00,0.00,0.00,967.00,
1,3,"WN",19393,"WN","N909WN","946",10821,1082106,"BWI",13204,1320402,"MCO","1405",0.00,"1400-1459","1622",0.00,0.00,0.00,787.00,
1,3,"WN",19393,"WN","N955WN","3178",10821,1082106,"BWI",13204,1320402,"MCO","1637",0.00,"1600-1659","1847",0.00,0.00,0.00,787.00,
1,3,"WN",19393,"WN","N8529Z","3275",10821,1082106,"BWI",13204,1320402,"MCO","0627",0.00,"0600-0659","0843",0.00,0.00,0.00,787.00,
1,3,"WN",19393,"WN","N245WN","4114",10821,1082106,"BWI",13204,1320402,"MCO","2156",0.00,"2100-2159","0015",0.00,0.00,0.00,787.00,
1,3,"WN",19393,"WN","N297WN","4251",10821,1082106,"BWI",13204,1320402,"MCO","0727",0.00,"0700-0759","0945",0.00,0.00,0.00,787.00,
1,3,"WN",19393,"WN","N7852A","4750",10821,1082106,"BWI",13204,1320402,"MCO","0941",0.00,"0900-0959","1156",0.00,0.00,0.00,787.00,
1,3,"WN",19393,"WN","N8503A","5442",10821,1082106,"BWI",13204,1320402,"MCO","1255",0.00,"1200-1259","1511",0.00,0.00,0.00,787.00,
1,3,"WN",19393,"WN","N8533S","5599",10821,1082106,"BWI",13204,1320402,"MCO","1920",0.00,"1900-1959","2127",0.00,0.00,0.00,787.00,
1,3,"WN",19393,"WN","N461WN","1069",10821,1082106,"BWI",13232,1323202,"MDW","0627",0.00,"0600-0659","0720",0.00,0.00,0.00,611.00,
1,3,"WN",19393,"WN","N460WN","3182",10821,1082106,"BWI",13232,1323202,"MDW","1525",1.00,"1400-1459","1620",1.00,0.00,0.00,611.00,
1,3,"WN",19393,"WN","N438WN","3433",10821,1082106,"BWI",13232,1323202,"MDW","2010",0.00,"2000-2059","2108",0.00,0.00,0.00,611.00,
1,3,"WN",19393,"WN","N8576Z","4795",10821,1082106,"BWI",13232,1323202,"MDW","2133",0.00,"2100-2159","2222",0.00,0.00,0.00,611.00,
1,3,"WN",19393,"WN","N8632A","6048",10821,1082106,"BWI",13232,1323202,"MDW","1738",0.00,"1700-1759","1830",0.00,0.00,0.00,611.00,
1,3,"WN",19393,"WN","N8549Z","6323",10821,1082106,"BWI",13232,1323202,"MDW","0857",0.00,"0800-0859","0947",0.00,0.00,0.00,611.00,
1,3,"WN",19393,"WN","N7854B","3310",10821,1082106,"BWI",13244,1324402,"MEM","0854",0.00,"0900-0959","1021",0.00,0.00,0.00,787.00,
1,3,"WN",19393,"WN","N7846A","5470",10821,1082106,"BWI",13296,1329604,"MHT","1304",0.00,"1300-1359","1414",0.00,0.00,0.00,377.00,
1,3,"WN",19393,"WN","N8684F","5965",10821,1082106,"BWI",13296,1329604,"MHT","2208",1.00,"2100-2159","2318",0.00,0.00,0.00,377.00,
1,3,"WN",19393,"WN","N7743B","6225",10821,1082106,"BWI",13296,1329604,"MHT","1057",0.00,"1100-1159","1214",0.00,0.00,0.00,377.00,
1,3,"WN",19393,"WN","N428WN","6639",10821,1082106,"BWI",13296,1329604,"MHT","1850",0.00,"1800-1859","2000",0.00,0.00,0.00,377.00,
1,3,"WN",19393,"WN","N277WN","1349",10821,1082106,"BWI",13342,1334207,"MKE","0853",0.00,"0800-0859","0957",0.00,0.00,0.00,641.00,
1,3,"WN",19393,"WN","N490WN","3654",10821,1082106,"BWI",13342,1334207,"MKE","2122",0.00,"2100-2159","2221",0.00,0.00,0.00,641.00,
1,3,"WN",19393,"WN","N8508W","6739",10821,1082106,"BWI",13342,1334207,"MKE","1657",0.00,"1700-1759","1808",0.00,0.00,0.00,641.00,
1,3,"WN",19393,"WN","N458WN","3668",10821,1082106,"BWI",13487,1348702,"MSP","1920",0.00,"1900-1959","2049",0.00,0.00,0.00,936.00,
1,3,"WN",19393,"WN","N962WN","6299",10821,1082106,"BWI",13487,1348702,"MSP","0832",0.00,"0800-0859","1006",0.00,0.00,0.00,936.00,
1,3,"WN",19393,"WN","N8676A","2828",10821,1082106,"BWI",13495,1349505,"MSY","1615",0.00,"1600-1659","1822",0.00,0.00,0.00,998.00,
1,3,"WN",19393,"WN","N8643A","4242",10821,1082106,"BWI",13495,1349505,"MSY","1032",0.00,"1000-1059","1231",0.00,0.00,0.00,998.00,
1,3,"WN",19393,"WN","N8685B","5303",10821,1082106,"BWI",13495,1349505,"MSY","0654",0.00,"0600-0659","0854",0.00,0.00,0.00,998.00,
1,3,"WN",19393,"WN","N472WN","6494",10821,1082106,"BWI",13495,1349505,"MSY","1942",0.00,"1900-1959","2132",0.00,0.00,0.00,998.00,
1,3,"WN",19393,"WN","N8620H","5231",10821,1082106,"BWI",13796,1379608,"OAK","1328",0.00,"1300-1359","1615",0.00,0.00,0.00,2447.00,
1,3,"WN",19393,"WN","N8613K","4195",10821,1082106,"BWI",13851,1385103,"OKC","1403",1.00,"1300-1359","1614",1.00,0.00,0.00,1180.00,
1,3,"WN",19393,"WN","N941WN","2167",10821,1082106,"BWI",13931,1393102,"ORF","1111",1.00,"1000-1059","1151",1.00,0.00,0.00,159.00,
1,3,"WN",19393,"WN","N410WN","5992",10821,1082106,"BWI",13931,1393102,"ORF","1516",0.00,"1500-1559","1601",0.00,0.00,0.00,159.00,
1,3,"WN",19393,"WN","N437WN","6070",10821,1082106,"BWI",13931,1393102,"ORF","1954",0.00,"1900-1959","2039",0.00,0.00,0.00,159.00,
1,3,"WN",19393,"WN","N205WN","6697",10821,1082106,"BWI",13931,1393102,"ORF","2153",0.00,"2100-2159","2236",0.00,0.00,0.00,159.00,
1,3,"WN",19393,"WN","N745SW","1221",10821,1082106,"BWI",14027,1402702,"PBI","2105",1.00,"2000-2059","2321",0.00,0.00,0.00,883.00,
1,3,"WN",19393,"WN","N795SW","1765",10821,1082106,"BWI",14027,1402702,"PBI","0944",0.00,"0900-0959","1206",0.00,0.00,0.00,883.00,
1,3,"WN",19393,"WN","N8568Z","6185",10821,1082106,"BWI",14027,1402702,"PBI","1436",0.00,"1400-1459","1655",0.00,0.00,0.00,883.00,
1,3,"WN",19393,"WN","N8567Z","3495",10821,1082106,"BWI",14107,1410702,"PHX","0615",0.00,"0600-0659","0905",0.00,0.00,0.00,1999.00,
1,3,"WN",19393,"WN","N8560Z","3927",10821,1082106,"BWI",14107,1410702,"PHX","1703",0.00,"1700-1759","2017",0.00,0.00,0.00,1999.00,
1,3,"WN",19393,"WN","N8627B","5043",10821,1082106,"BWI",14107,1410702,"PHX","0937",0.00,"0900-0959","1223",0.00,0.00,0.00,1999.00,
1,3,"WN",19393,"WN","N7724A","4196",10821,1082106,"BWI",14122,1412202,"PIT","2155",0.00,"2100-2159","2251",0.00,0.00,0.00,210.00,
1,3,"WN",19393,"WN","N940WN","4990",10821,1082106,"BWI",14122,1412202,"PIT","1642",0.00,"1600-1659","1740",0.00,0.00,0.00,210.00,
1,3,"WN",19393,"WN","N948WN","5834",10821,1082106,"BWI",14122,1412202,"PIT","0945",0.00,"0900-0959","1041",0.00,0.00,0.00,210.00,
1,3,"WN",19393,"WN","N490WN","3136",10821,1082106,"BWI",14307,1430705,"PVD","1658",0.00,"1600-1659","1802",0.00,0.00,0.00,327.00,
1,3,"WN",19393,"WN","N464WN","4224",10821,1082106,"BWI",14307,1430705,"PVD","0729",0.00,"0700-0759","0840",0.00,0.00,0.00,327.00,
1,3,"WN",19393,"WN","N928WN","5780",10821,1082106,"BWI",14307,1430705,"PVD","1848",0.00,"1800-1859","1955",0.00,0.00,0.00,327.00,
1,3,"WN",19393,"WN","N8688J","6379",10821,1082106,"BWI",14307,1430705,"PVD","2020",0.00,"2000-2059","2126",0.00,0.00,0.00,327.00,
1,3,"WN",19393,"WN","N242WN","6654",10821,1082106,"BWI",14307,1430705,"PVD","1115",0.00,"1100-1159","1214",0.00,0.00,0.00,327.00,
1,3,"WN",19393,"WN","N7833A","4267",10821,1082106,"BWI",14321,1432105,"PWM","2217",0.00,"2200-2259","2333",0.00,0.00,0.00,452.00,
1,3,"WN",19393,"WN","N8533S","5596",10821,1082106,"BWI",14321,1432105,"PWM","1445",0.00,"1400-1459","1600",0.00,0.00,0.00,452.00,
1,3,"WN",19393,"WN","N204WN","5623",10821,1082106,"BWI",14492,1449202,"RDU","1226",0.00,"1200-1259","1327",0.00,0.00,0.00,255.00,
1,3,"WN",19393,"WN","N499WN","5624",10821,1082106,"BWI",14492,1449202,"RDU","1755",0.00,"1700-1759","1854",0.00,0.00,0.00,255.00,
1,3,"WN",19393,"WN","N7877H","5626",10821,1082106,"BWI",14492,1449202,"RDU","1543",0.00,"1500-1559","1658",0.00,0.00,0.00,255.00,
1,3,"WN",19393,"WN","N7812G","5802",10821,1082106,"BWI",14492,1449202,"RDU","0751",0.00,"0700-0759","0851",0.00,0.00,0.00,255.00,
1,3,"WN",19393,"WN","N7888A","6293",10821,1082106,"BWI",14492,1449202,"RDU","2008",1.00,"1900-1959","2111",1.00,0.00,0.00,255.00,
1,3,"WN",19393,"WN","N550WN","6643",10821,1082106,"BWI",14492,1449202,"RDU","2104",0.00,"2100-2159","2203",0.00,0.00,0.00,255.00,
1,3,"WN",19393,"WN","N748SW","4375",10821,1082106,"BWI",14576,1457606,"ROC","1532",0.00,"1500-1559","1638",0.00,0.00,0.00,277.00,
1,3,"WN",19393,"WN","N7732A","4924",10821,1082106,"BWI",14576,1457606,"ROC","2205",0.00,"2200-2259","2313",0.00,0.00,0.00,277.00,
1,3,"WN",19393,"WN","N927WN","6211",10821,1082106,"BWI",14576,1457606,"ROC","1049",0.00,"1000-1059","1151",0.00,0.00,0.00,277.00,
1,3,"WN",19393,"WN","N8540V","3556",10821,1082106,"BWI",14635,1463502,"RSW","1953",1.00,"1900-1959","2243",1.00,0.00,0.00,919.00,
1,3,"WN",19393,"WN","N929WN","5514",10821,1082106,"BWI",14635,1463502,"RSW","0801",0.00,"0800-0859","1038",0.00,0.00,0.00,919.00,
1,3,"WN",19393,"WN","N255WN","5690",10821,1082106,"BWI",14635,1463502,"RSW","1335",0.00,"1300-1359","1608",0.00,0.00,0.00,919.00,
1,3,"WN",19393,"WN","N914WN","6336",10821,1082106,"BWI",14635,1463502,"RSW","1543",0.00,"1500-1559","1823",0.00,0.00,0.00,919.00,
1,3,"WN",19393,"WN","N944WN","2767",10821,1082106,"BWI",14679,1467903,"SAN","1405",1.00,"1300-1359","1630",0.00,0.00,0.00,2295.00,
1,3,"WN",19393,"WN","N8605E","4973",10821,1082106,"BWI",14679,1467903,"SAN","0639",1.00,"0600-0659","0858",0.00,0.00,0.00,2295.00,
1,3,"WN",19393,"WN","N8664J","6347",10821,1082106,"BWI",14679,1467903,"SAN","2023",0.00,"2000-2059","2256",0.00,0.00,0.00,2295.00,
1,3,"WN",19393,"WN","N8672F","1691",10821,1082106,"BWI",14683,1468305,"SAT","1936",0.00,"1900-1959","2259",1.00,0.00,0.00,1407.00,
1,3,"WN",19393,"WN","N8575Z","6277",10821,1082106,"BWI",14683,1468305,"SAT","0847",0.00,"0800-0859","1209",1.00,0.00,0.00,1407.00,
1,3,"WN",19393,"WN","N474WN","5452",10821,1082106,"BWI",14730,1473004,"SDF","0911",0.00,"0900-0959","1056",0.00,0.00,0.00,495.00,
1,3,"WN",19393,"WN","N734SA","6359",10821,1082106,"BWI",14730,1473004,"SDF","2133",0.00,"2100-2159","2306",0.00,0.00,0.00,495.00,
1,3,"WN",19393,"WN","N8534Z","5482",10821,1082106,"BWI",14747,1474703,"SEA","1550",0.00,"1500-1559","1828",0.00,0.00,0.00,2335.00,
1,3,"WN",19393,"WN","N570WN","5376",10821,1082106,"BWI",14831,1483106,"SJC","1548",1.00,"1500-1559","1837",0.00,0.00,0.00,2439.00,
1,3,"WN",19393,"WN","N8517F","1692",10821,1082106,"BWI",14843,1484306,"SJU","1623",0.00,"1600-1659","2107",0.00,0.00,0.00,1565.00,
1,3,"WN",19393,"WN","N8697C","5166",10821,1082106,"BWI",14843,1484306,"SJU","0853",1.00,"0800-0859","1341",0.00,0.00,0.00,1565.00,
1,3,"WN",19393,"WN","N941WN","3719",10821,1082106,"BWI",14869,1486903,"SLC","1416",1.00,"1300-1359","1709",1.00,0.00,0.00,1865.00,
1,3,"WN",19393,"WN","N743SW","3941",10821,1082106,"BWI",15016,1501606,"STL","1753",0.00,"1700-1759","1902",0.00,0.00,0.00,738.00,
1,3,"WN",19393,"WN","N946WN","4240",10821,1082106,"BWI",15016,1501606,"STL","1417",0.00,"1400-1459","1529",0.00,0.00,0.00,738.00,
1,3,"WN",19393,"WN","N8519R","4620",10821,1082106,"BWI",15016,1501606,"STL","2027",0.00,"2000-2059","2138",0.00,0.00,0.00,738.00,
1,3,"WN",19393,"WN","N7818L","745",10821,1082106,"BWI",15304,1530402,"TPA","1309",0.00,"1300-1359","1531",0.00,0.00,0.00,842.00,
1,3,"WN",19393,"WN","N748SW","1297",10821,1082106,"BWI",15304,1530402,"TPA","1926",0.00,"1900-1959","2148",0.00,0.00,0.00,842.00,
1,3,"WN",19393,"WN","N459WN","3241",10821,1082106,"BWI",15304,1530402,"TPA","1652",0.00,"1600-1659","1913",0.00,0.00,0.00,842.00,
1,3,"WN",19393,"WN","N705SW","3982",10821,1082106,"BWI",15304,1530402,"TPA","0653",0.00,"0600-0659","0920",0.00,0.00,0.00,842.00,
1,3,"WN",19393,"WN","N792SW","4381",10821,1082106,"BWI",15304,1530402,"TPA","0928",0.00,"0900-0959","1148",0.00,0.00,0.00,842.00,
1,3,"WN",19393,"WN","N8664J","4628",10821,1082106,"BWI",15304,1530402,"TPA","1054",0.00,"1000-1059","1323",0.00,0.00,0.00,842.00,
1,3,"WN",19393,"WN","N7829B","6508",10821,1082106,"BWI",15304,1530402,"TPA","2059",0.00,"2000-2059","2320",0.00,0.00,0.00,842.00,
1,3,"WN",19393,"WN","N8545V","5083",10994,1099402,"CHS",10693,1069302,"BNA","1802",0.00,"1800-1859","1833",0.00,0.00,0.00,439.00,
1,3,"WN",19393,"WN","N205WN","4393",10994,1099402,"CHS",10821,1082106,"BWI","1921",1.00,"1900-1959","2043",1.00,0.00,0.00,472.00,
1,3,"WN",19393,"WN","N958WN","5117",10994,1099402,"CHS",10821,1082106,"BWI","0705",0.00,"0700-0759","0825",0.00,0.00,0.00,472.00,
1,3,"WN",19393,"WN","N7859B","5912",10994,1099402,"CHS",10821,1082106,"BWI","1254",0.00,"1200-1259","1417",0.00,0.00,0.00,472.00,
1,3,"WN",19393,"WN","N8632A","6048",10994,1099402,"CHS",10821,1082106,"BWI","1523",0.00,"1500-1559","1638",0.00,0.00,0.00,472.00,
1,3,"WN",19393,"WN","N958WN","5119",10994,1099402,"CHS",11259,1125904,"DAL","1125",0.00,"1100-1159","1327",1.00,0.00,0.00,977.00,
1,3,"WN",19393,"WN","N7816B","6292",10994,1099402,"CHS",12191,1219102,"HOU","1416",0.00,"1400-1459","1603",0.00,0.00,0.00,928.00,
1,3,"WN",19393,"WN","N776WN","3501",10994,1099402,"CHS",13232,1323202,"MDW","1649",0.00,"1600-1659","1811",0.00,0.00,0.00,745.00,
1,3,"WN",19393,"WN","N256WN","3874",10994,1099402,"CHS",13232,1323202,"MDW","0534",0.00,"0001-0559","0643",0.00,0.00,0.00,745.00,
1,3,"WN",19393,"WN","N249WN","3234",11042,1104205,"CLE",10397,1039707,"ATL","0723",0.00,"0700-0759","0859",0.00,0.00,0.00,554.00,
1,3,"WN",19393,"WN","N8577Z","5846",11042,1104205,"CLE",10397,1039707,"ATL","1708",0.00,"1700-1759","1905",0.00,0.00,0.00,554.00,
1,3,"WN",19393,"WN","N7720F","3467",11042,1104205,"CLE",10693,1069302,"BNA","0552",0.00,"0001-0559","0632",0.00,0.00,0.00,448.00,
1,3,"WN",19393,"WN","N7880D","5136",11042,1104205,"CLE",10693,1069302,"BNA","1550",0.00,"1500-1559","1613",0.00,0.00,0.00,448.00,
1,3,"WN",19393,"WN","N929WN","5514",11042,1104205,"CLE",10821,1082106,"BWI","0554",0.00,"0001-0559","0658",0.00,0.00,0.00,314.00,
1,3,"WN",19393,"WN","N255WN","5690",11042,1104205,"CLE",10821,1082106,"BWI","1134",0.00,"1100-1159","1232",0.00,0.00,0.00,314.00,
1,3,"WN",19393,"WN","N432WN","4471",11042,1104205,"CLE",11292,1129202,"DEN","0920",0.00,"0900-0959","1023",0.00,0.00,0.00,1201.00,
1,3,"WN",19393,"WN","N7830A","5610",11042,1104205,"CLE",11292,1129202,"DEN","1937",0.00,"1900-1959","2042",0.00,0.00,0.00,1201.00,
1,3,"WN",19393,"WN","N416WN","1912",11042,1104205,"CLE",13232,1323202,"MDW","0939",0.00,"0900-0959","0945",0.00,0.00,0.00,307.00,
1,3,"WN",19393,"WN","N206WN","3114",11042,1104205,"CLE",13232,1323202,"MDW","1432",1.00,"1300-1359","1435",1.00,0.00,0.00,307.00,
1,3,"WN",19393,"WN","N7880D","4887",11042,1104205,"CLE",13232,1323202,"MDW","1153",0.00,"1100-1159","1200",0.00,0.00,0.00,307.00,
1,3,"WN",19393,"WN","N554WN","5175",11042,1104205,"CLE",13232,1323202,"MDW","1930",0.00,"1900-1959","1936",0.00,0.00,0.00,307.00,
1,3,"WN",19393,"WN","N7888A","6078",11042,1104205,"CLE",13232,1323202,"MDW","0643",0.00,"0600-0659","0649",0.00,0.00,0.00,307.00,
1,3,"WN",19393,"WN","N204WN","6285",11042,1104205,"CLE",13342,1334207,"MKE","1855",0.00,"1900-1959","1906",0.00,0.00,0.00,328.00,
1,3,"WN",19393,"WN","N442WN","4346",11042,1104205,"CLE",14107,1410702,"PHX","1058",0.00,"1100-1159","1305",0.00,0.00,0.00,1737.00,
1,3,"WN",19393,"WN","N7823A","6",11042,1104205,"CLE",15016,1501606,"STL","1949",0.00,"1900-1959","2025",0.00,0.00,0.00,487.00,
1,3,"WN",19393,"WN","N8638A","4659",11042,1104205,"CLE",15016,1501606,"STL","0905",0.00,"0900-0959","0930",0.00,0.00,0.00,487.00,
1,3,"WN",19393,"WN","N7704B","3442",11057,1105703,"CLT",10693,1069302,"BNA","0630",0.00,"0600-0659","0709",0.00,0.00,0.00,328.00,
1,3,"WN",19393,"WN","N7869A","4812",11057,1105703,"CLT",10693,1069302,"BNA","1809",0.00,"1800-1859","1835",0.00,0.00,0.00,328.00,
1,3,"WN",19393,"WN","N215WN","3512",11057,1105703,"CLT",10821,1082106,"BWI","0546",0.00,"0001-0559","0713",0.00,0.00,0.00,361.00,
1,3,"WN",19393,"WN","N7846A","3663",11057,1105703,"CLT",10821,1082106,"BWI","1923",0.00,"1900-1959","2036",0.00,0.00,0.00,361.00,
1,3,"WN",19393,"WN","N946WN","4240",11057,1105703,"CLT",10821,1082106,"BWI","1148",0.00,"1100-1159","1307",0.00,0.00,0.00,361.00,
1,3,"WN",19393,"WN","N8689C","5108",11057,1105703,"CLT",11259,1125904,"DAL","1309",0.00,"1300-1359","1506",0.00,0.00,0.00,926.00,
1,3,"WN",19393,"WN","N8309C","3239",11057,1105703,"CLT",12191,1219102,"HOU","1821",1.00,"1800-1859","2018",1.00,0.00,0.00,920.00,
1,3,"WN",19393,"WN","N713SW","2854",11057,1105703,"CLT",13232,1323202,"MDW","1338",0.00,"1300-1359","1436",0.00,0.00,0.00,584.00,
1,3,"WN",19393,"WN","N454WN","4798",11057,1105703,"CLT",13232,1323202,"MDW","0649",0.00,"0600-0659","0747",0.00,0.00,0.00,584.00,
1,3,"WN",19393,"WN","N7734H","4899",11057,1105703,"CLT",13232,1323202,"MDW","1701",0.00,"1700-1759","1803",0.00,0.00,0.00,584.00,
1,3,"WN",19393,"WN","N933WN","3028",11066,1106606,"CMH",10397,1039707,"ATL","1057",0.00,"1100-1159","1226",0.00,0.00,0.00,447.00,
1,3,"WN",19393,"WN","N290WN","3526",11066,1106606,"CMH",10397,1039707,"ATL","1634",0.00,"1600-1659","1758",0.00,0.00,0.00,447.00,
1,3,"WN",19393,"WN","N903WN","4920",11066,1106606,"CMH",10397,1039707,"ATL","0700",0.00,"0700-0759","0829",0.00,0.00,0.00,447.00,
